rotation_speed(°/s),steps,waiting_time(s)
32.63953,70,0.0034
33.05094,70,0.00336
33.41484,70,0.00332
33.80118,70,0.00328
34.20683,70,0.00324
34.65917,70,0.0032
35.06479,70,0.00316
35.53227,70,0.00312
35.94676,70,0.00308
36.41964,70,0.00304
36.91906,70,0.003
37.37188,70,0.00296
37.88561,70,0.00292
38.41604,70,0.00288
38.8813,70,0.00284
39.45759,70,0.0028
40.01653,70,0.00276
40.58904,70,0.00272
41.20929,70,0.00268
41.79109,70,0.00264
42.42741,70,0.0026
43.04973,70,0.00256
43.72282,70,0.00252
44.439,70,0.00248
45.10053,70,0.00244
45.84167,70,0.0024
46.58101,70,0.00236
47.35989,70,0.00232
48.1907,70,0.00228
49.04841,70,0.00224
49.84504,70,0.0022
50.79124,70,0.00216
51.69777,70,0.00212
52.6363,70,0.00208
53.65603,70,0.00204
